player_id,web_name,position,XP,EEO,Price
517,Anderson,MID,7.861603900868681,7.3,56
449,B.Fernandes,MID,7.412753269268417,30.1,104
384,Gakpo,MID,7.19289544882221,31.2,73
414,Foden,MID,6.675111793102962,59.0,80
487,Barnes,MID,6.558705193929013,1.0,61
411,O'Reilly,DEF,6.558541548580569,57.4,53
256,Muñoz,DEF,6.47289947580035,41.2,59
257,Lacroix,DEF,6.439987711094466,5.0,52
8,J.Timber,DEF,6.409625573338065,16.3,60
16,Saka,MID,6.1431692609815745,24.1,100
374,Konaté,DEF,5.8317678707781315,0.8,54
436,De Ligt,DEF,5.733248371191311,0.4,49
22,Merino,MID,5.713940348720522,0.1,53
72,Senesi,DEF,5.712041181387829,22.4,52
515,Gibbs-White,MID,5.571568512405376,2.1,75
684,Thiaw,DEF,5.562183639324897,0.4,49
283,Mateta,FWD,5.5417941176470595,35.4,76
237,Enzo,MID,5.5390814124645615,5.6,64
403,Gvardiol,DEF,5.429019489757041,4.8,58
136,Thiago,FWD,5.428808823529412,88.9,73
317,Andersen,DEF,5.397215563811057,3.3,44
261,Richards,DEF,5.388223005212115,3.9,44
430,Haaland,FWD,5.387316176470588,212.1,147
373,Virgil,DEF,5.372029030166948,32.0,60
508,N.Williams,DEF,5.3626508975923635,0.7,48
253,Henderson,GK,5.352487711094468,1.6,51
716,Savona,DEF,5.271195015239423,0.3,45
236,Neto,MID,5.2578314124645615,0.3,70
21,Rice,MID,5.178353084510986,11.8,72
266,Eze,MID,5.157167365352939,4.7,73
258,Mitchell,DEF,5.072075946388585,0.1,50
226,Chalobah,DEF,5.063308998934045,1.4,54
84,Tavernier,MID,4.989306251229309,0.3,53
1,Raya,GK,4.963338808632184,21.9,62
505,Milenković,DEF,4.936342074062951,1.2,51
119,Mbeumo,MID,4.927480795078887,16.3,83
547,E.Le Fée,MID,4.886366303506314,1.6,48
148,F.Kadıoğlu,DEF,4.815228054234822,0.1,45
169,Gomez,MID,4.806961282591148,0.1,49
224,Cucurella,DEF,4.793345763639928,1.1,61
712,Yeremy,MID,4.790043672214428,0.1,58
173,Wieffer,MID,4.764110322382235,0.1,49
242,Dewsbury-Hall,MID,4.699206339678331,3.1,53
488,Bruno G.,MID,4.692458496807951,1.9,69
220,Sánchez,GK,4.670478116581105,2.9,48
733,Lammens,GK,4.595851312367782,0.1,51
502,Sels,GK,4.534253838768834,0.5,46
318,Bassey,DEF,4.52998026969341,0.1,44
225,James,DEF,4.529042111756502,0.4,56
452,Amad,MID,4.5218631480200635,0.2,62
418,Doku,MID,4.412602892804039,10.1,65
386,Mac Allister,MID,4.364715206450438,0.1,61
139,Verbruggen,GK,4.307470701293647,2.2,46
7,Calafiori,DEF,4.290022641484851,1.9,56
714,Woltemade,FWD,4.286176470588235,4.7,67
565,Vicario,GK,4.283820370659631,1.2,47
407,Matheus N.,DEF,4.240269489757042,2.1,53
295,Keane,DEF,4.154443755690969,1.9,45
160,Minteh,MID,4.149629711058766,12.7,55
568,Pedro Porro,DEF,4.127408094214823,1.3,52
497,L.Miley,MID,4.109180464624102,0.1,44
106,Collins,DEF,4.075785004810229,15.4,49
725,Hincapie,DEF,4.033604939753538,0.1,51
151,Van Hecke,DEF,4.020926583646587,0.4,47
366,A.Becker,GK,4.0187837349297695,0.1,54
38,Konsa,DEF,4.008961514838383,6.4,44
249,João Pedro,FWD,3.9686029411764703,1.5,74
74,Truffert,DEF,3.922084024848412,2.0,47
387,Szoboszlai,MID,3.886036669306443,3.8,70
67,Petrović,GK,3.8602764755054766,4.4,46
575,Van de Ven,DEF,3.8542615471302195,16.4,44
191,Estève,DEF,3.7944538454934493,5.0,38
499,Isak,FWD,3.7897058823529415,2.5,103
32,Martinez,GK,3.7874615148383834,44.5,51
260,Guéhi,DEF,3.758847768484655,8.2,51
178,Welbeck,FWD,3.68797794117647,4.1,64
287,Pickford,GK,3.6760614027497933,1.9,56
314,Leno,GK,3.6706861520463505,0.1,50
390,Gravenberch,MID,3.6022719634240903,0.7,54
348,Rodon,DEF,3.5865636590553454,0.1,39
53,Malen,MID,3.576861605727414,1.8,51
736,Donnarumma,GK,3.5337989015217475,3.3,56
476,Burn,DEF,3.5031751074071718,1.0,50
526,Igor Jesus,FWD,3.4573235294117657,0.1,59
41,Pau,DEF,3.3650565774856904,1.9,43
408,Rúben,DEF,3.3584680191688063,2.7,55
574,Udogie,DEF,3.3581196152793154,0.2,43
473,Hall,DEF,3.3288319600998317,0.1,53
671,Wilson,FWD,3.309676470588235,0.3,58
694,Mukiele,DEF,3.280309625927312,9.7,46
83,O.Dango,MID,3.277305772852652,7.7,56
36,Cash,DEF,3.276873279544266,50.0,47
291,Tarkowski,DEF,3.249620226279205,3.5,58
37,Digne,DEF,3.2229152513088892,1.7,45
673,J.Palhinha,MID,3.2225020583289767,0.7,55
47,Rogers,MID,3.2061068265903843,54.0,73
113,Van den Berg,DEF,3.177880593045524,19.0,44
570,Danso,DEF,3.174831161069436,3.8,42
417,Cherki,MID,3.1200322836760663,2.5,66
381,M.Salah,MID,3.077347201891793,1.1,140
531,Ballard,DEF,3.0099566847508417,0.5,46
477,Livramento,DEF,3.0079460863366716,0.1,49
670,Roefs,GK,2.9788096259273122,0.7,48
610,Wan-Bissaka,DEF,2.9513502541222496,0.2,41
470,Dúbravka,GK,2.9432038454934495,4.4,40
427,Reijnders,MID,2.8979334940962485,0.7,50
267,Sarr,MID,2.8464263777368313,17.2,64
198,Tuanzebe,DEF,2.732027374905214,0.4,39
582,Kudus,MID,2.714593653380724,2.5,64
110,Kayode,DEF,2.7005049998412236,2.3,46
100,Kroupi.Jr,FWD,2.6584926470588233,1.3,46
603,Diouf,DEF,2.6511737835340137,0.1,41
82,Semenyo,MID,2.5686113737567537,27.7,81
347,Gudmundsson,DEF,2.558352414915991,0.1,38
419,Grealish,MID,2.425823986737155,1.4,63
101,Kelleher,GK,2.42391000481023,11.1,48
299,Ndiaye,MID,2.3788253527239056,8.3,63
668,Xhaka,MID,2.362481818246534,1.6,51
624,Bowen,FWD,2.3575882352941178,1.8,77
726,Kolo Muani,FWD,2.332610294117647,0.2,69
541,Reinildo,DEF,2.2906037435743714,2.1,38
124,Henderson,MID,2.2179480894378516,0.2,50
372,Robertson,DEF,2.1808862956531874,0.1,57
200,Anthony,MID,2.171164604384203,0.1,50
303,Garner,MID,2.1312727036286248,0.1,52
597,Richarlison,FWD,2.055330882352941,1.2,64
469,Pope,GK,2.0373833591039694,0.1,50
120,Schade,MID,2.000860923613671,43.0,68
50,Buendía,MID,1.8849765732730874,0.3,53
612,L.Paquetá,MID,1.883883782053812,0.3,59
335,King,MID,1.8352825490724918,0.7,44
64,Watkins,FWD,1.774470588235294,2.5,87
241,Caicedo,MID,1.732446790565471,2.3,57
661,Ekitiké,FWD,1.5688235294117647,0.2,90
560,Isidor,FWD,1.5386470588235295,0.4,50
167,Baleba,MID,1.4830665141913704,0.1,45
683,Alderete,DEF,1.3715934177246099,1.1,41
238,Estêvão,MID,1.244705882352941,0.2,64
276,Devenny,MID,1.186764705882353,0.3,43
311,Beto,FWD,0.899264705882353,0.1,51
485,Gordon,MID,0.5945588235294117,0.2,73
